activity_id,date,deal_id,owner,activity_type,outcome,duration_min
ACT-003310,2025-09-21,D-00147,Eva (SDR),WhatsApp,No Answer,0
ACT-003311,2025-10-20,D-00222,Ana (AE),Call,Connected,37
ACT-003312,2025-11-26,D-00391,Ana (AE),Call,Connected,75
ACT-003313,2026-02-18,D-00077,Eva (SDR),Demo,Connected,41
ACT-003314,2025-10-23,D-00348,Diego (AE),Email,Connected,0
ACT-003315,2026-01-25,D-00075,Carla (AE),Meeting,No Answer,25
ACT-003316,2025-12-18,D-00141,Diego (AE),WhatsApp,Sent Proposal,0
ACT-003317,2025-04-26,D-00312,Ana (AE),Email,Demo Scheduled,0
ACT-003318,2025-10-31,D-00166,Diego (AE),Email,No Answer,0
ACT-003319,2025-12-28,D-00517,Ana (AE),Call,Follow-up,69
ACT-003320,2026-02-18,D-00145,Eva (SDR),Demo,Connected,72
ACT-003321,2024-10-05,D-00495,Bruno (AE),Email,Follow-up,0
ACT-003322,2025-09-20,D-00298,Ana (AE),Email,Connected,0
ACT-003323,2024-11-15,D-00079,Diego (AE),Meeting,Connected,52
ACT-003324,2026-01-20,D-00411,Diego (AE),Email,Sent Proposal,0
ACT-003325,2025-10-24,D-00278,Diego (AE),Call,Follow-up,70
ACT-003326,2026-02-11,D-00439,Ana (AE),Email,Connected,0
ACT-003327,2024-12-18,D-00397,Carla (AE),Demo,Follow-up,5
ACT-003328,2026-02-09,D-00456,Diego (AE),Call,Demo Scheduled,11
ACT-003329,2025-03-15,D-00061,Eva (SDR),Demo,No Answer,54
ACT-003330,2026-01-09,D-00411,Diego (AE),Call,No Answer,50
ACT-003331,2026-02-03,D-00327,Carla (AE),Email,Follow-up,0
ACT-003332,2026-01-17,D-00285,Eva (SDR),Email,Sent Proposal,0
ACT-003333,2025-04-06,D-00409,Carla (AE),Email,Demo Scheduled,0
ACT-003334,2025-02-12,D-00506,Bruno (AE),Call,Sent Proposal,37
ACT-003335,2025-08-05,D-00482,Bruno (AE),Email,Connected,0
ACT-003336,2025-05-04,D-00396,Carla (AE),Email,Follow-up,0
ACT-003337,2025-06-08,D-00425,Carla (AE),Demo,Connected,12
ACT-003338,2025-10-07,D-00366,Ana (AE),Email,No Answer,0
ACT-003339,2025-07-25,D-00333,Diego (AE),Call,Demo Scheduled,43
ACT-003340,2024-10-19,D-00267,Bruno (AE),WhatsApp,Follow-up,0
ACT-003341,2025-09-27,D-00484,Eva (SDR),Call,Demo Scheduled,30
ACT-003342,2025-05-29,D-00207,Carla (AE),Email,Follow-up,0
ACT-003343,2024-10-31,D-00437,Bruno (AE),Meeting,Connected,45
ACT-003344,2025-04-27,D-00482,Bruno (AE),WhatsApp,No Answer,0
ACT-003345,2025-02-11,D-00252,Ana (AE),Call,Demo Scheduled,43
ACT-003346,2025-05-08,D-00275,Carla (AE),Demo,Follow-up,57
ACT-003347,2025-08-14,D-00063,Diego (AE),Call,Follow-up,11
ACT-003348,2025-03-27,D-00229,Bruno (AE),Demo,Demo Scheduled,40
ACT-003349,2025-12-15,D-00071,Carla (AE),Email,Follow-up,0
ACT-003350,2025-10-10,D-00444,Eva (SDR),WhatsApp,No Answer,0
ACT-003351,2025-12-15,D-00497,Eva (SDR),Demo,Connected,39
ACT-003352,2025-08-29,D-00345,Bruno (AE),Meeting,Connected,51
ACT-003353,2025-11-26,D-00399,Ana (AE),Email,Connected,0
ACT-003354,2025-05-15,D-00326,Ana (AE),Email,No Answer,0
ACT-003355,2025-08-22,D-00387,Bruno (AE),Email,Follow-up,0
ACT-003356,2026-02-06,D-00015,Bruno (AE),Email,Follow-up,0
ACT-003357,2025-08-13,D-00229,Bruno (AE),Email,Connected,0
ACT-003358,2025-12-17,D-00345,Bruno (AE),WhatsApp,Demo Scheduled,0
ACT-003359,2025-11-26,D-00047,Bruno (AE),Meeting,No Answer,26
ACT-003360,2025-01-30,D-00257,Diego (AE),Call,Demo Scheduled,10
ACT-003361,2026-01-12,D-00239,Bruno (AE),Email,Follow-up,0
ACT-003362,2025-05-08,D-00144,Ana (AE),Meeting,Follow-up,7
ACT-003363,2025-08-09,D-00480,Diego (AE),WhatsApp,Connected,0
ACT-003364,2024-11-14,D-00233,Eva (SDR),Meeting,No Answer,63
ACT-003365,2025-02-02,D-00483,Carla (AE),Meeting,No Answer,51
ACT-003366,2025-01-22,D-00117,Carla (AE),Call,Demo Scheduled,39
ACT-003367,2025-11-24,D-00163,Diego (AE),Call,Follow-up,21
ACT-003368,2025-05-25,D-00328,Ana (AE),Demo,Follow-up,40
ACT-003369,2025-07-18,D-00109,Ana (AE),Email,Connected,0
ACT-003370,2025-09-20,D-00226,Ana (AE),Demo,No Answer,51
ACT-003371,2026-01-08,D-00386,Ana (AE),Call,No Answer,66
ACT-003372,2026-02-12,D-00300,Ana (AE),Call,Demo Scheduled,61
ACT-003373,2025-09-12,D-00198,Eva (SDR),Email,Connected,0
ACT-003374,2026-02-14,D-00219,Carla (AE),Demo,Sent Proposal,16
ACT-003375,2024-11-04,D-00381,Ana (AE),Demo,Follow-up,16
ACT-003376,2025-11-07,D-00480,Diego (AE),Meeting,Connected,23
ACT-003377,2025-12-30,D-00391,Ana (AE),WhatsApp,Follow-up,0
ACT-003378,2025-07-02,D-00425,Carla (AE),Meeting,Demo Scheduled,58
ACT-003379,2025-12-07,D-00157,Diego (AE),Call,Follow-up,33
ACT-003380,2025-08-11,D-00486,Ana (AE),Email,Follow-up,0
ACT-003381,2025-10-13,D-00028,Ana (AE),Demo,Connected,12
ACT-003382,2025-04-03,D-00037,Eva (SDR),Email,Connected,0
ACT-003383,2024-09-14,D-00459,Eva (SDR),Meeting,Follow-up,64
ACT-003384,2025-05-17,D-00458,Bruno (AE),Email,Connected,0
ACT-003385,2026-02-13,D-00456,Diego (AE),Email,No Answer,0
ACT-003386,2026-01-28,D-00080,Ana (AE),Demo,Follow-up,10
ACT-003387,2026-02-09,D-00464,Carla (AE),Call,Follow-up,50
ACT-003388,2025-09-13,D-00067,Carla (AE),Email,Connected,0
ACT-003389,2025-04-29,D-00310,Diego (AE),Meeting,Follow-up,54
ACT-003390,2025-12-24,D-00172,Carla (AE),WhatsApp,Connected,0
ACT-003391,2026-02-14,D-00270,Ana (AE),Email,Connected,0
ACT-003392,2025-06-08,D-00024,Bruno (AE),Demo,Follow-up,56
ACT-003393,2025-06-15,D-00082,Eva (SDR),Call,No Answer,18
ACT-003394,2025-07-23,D-00185,Carla (AE),Demo,Demo Scheduled,8
ACT-003395,2025-06-23,D-00342,Bruno (AE),Meeting,Demo Scheduled,17
ACT-003396,2025-04-17,D-00159,Carla (AE),Meeting,Follow-up,54
ACT-003397,2025-03-28,D-00101,Ana (AE),WhatsApp,Demo Scheduled,0
ACT-003398,2026-01-08,D-00028,Ana (AE),Call,No Answer,9
ACT-003399,2025-02-02,D-00122,Carla (AE),Email,Connected,0
ACT-003400,2026-01-10,D-00493,Bruno (AE),Meeting,Connected,75
ACT-003401,2025-10-27,D-00237,Carla (AE),Email,Follow-up,0
ACT-003402,2025-03-25,D-00448,Eva (SDR),Meeting,No Answer,10
ACT-003403,2025-06-04,D-00249,Diego (AE),Call,No Answer,63
ACT-003404,2025-09-01,D-00424,Diego (AE),WhatsApp,Demo Scheduled,0
ACT-003405,2025-02-20,D-00196,Bruno (AE),Email,No Answer,0
ACT-003406,2026-01-21,D-00499,Bruno (AE),Call,Connected,26
ACT-003407,2025-12-30,D-00224,Ana (AE),Email,No Answer,0
ACT-003408,2025-02-07,D-00044,Carla (AE),Email,Sent Proposal,0
ACT-003409,2025-09-25,D-00367,Diego (AE),Meeting,Follow-up,33
ACT-003410,2026-01-30,D-00281,Eva (SDR),WhatsApp,Connected,0
ACT-003411,2025-04-18,D-00319,Diego (AE),Demo,Follow-up,18
ACT-003412,2024-12-13,D-00079,Diego (AE),Call,Demo Scheduled,11
ACT-003413,2025-02-18,D-00105,Eva (SDR),Demo,Sent Proposal,46
ACT-003414,2025-10-28,D-00051,Eva (SDR),Email,Sent Proposal,0
ACT-003415,2025-01-26,D-00117,Carla (AE),Meeting,No Answer,73
ACT-003416,2026-02-08,D-00077,Eva (SDR),Meeting,No Answer,62
ACT-003417,2025-05-06,D-00458,Bruno (AE),Call,Demo Scheduled,34
ACT-003418,2025-07-04,D-00310,Diego (AE),Email,No Answer,0
ACT-003419,2025-11-22,D-00299,Carla (AE),Email,No Answer,0
ACT-003420,2025-09-06,D-00301,Diego (AE),Demo,Sent Proposal,59
ACT-003421,2025-08-11,D-00438,Diego (AE),WhatsApp,Connected,0
ACT-003422,2026-01-01,D-00224,Ana (AE),Meeting,No Answer,68
ACT-003423,2025-05-07,D-00519,Ana (AE),Demo,No Answer,68
ACT-003424,2025-11-26,D-00375,Eva (SDR),WhatsApp,Connected,0
ACT-003425,2025-03-06,D-00151,Carla (AE),Call,Follow-up,31
ACT-003426,2025-11-12,D-00039,Bruno (AE),Meeting,Connected,52
ACT-003427,2025-01-30,D-00312,Ana (AE),Demo,Connected,27
ACT-003428,2025-09-10,D-00308,Eva (SDR),Email,Sent Proposal,0
ACT-003429,2024-09-29,D-00382,Ana (AE),Meeting,Follow-up,37
ACT-003430,2026-02-13,D-00254,Carla (AE),Email,No Answer,0
ACT-003431,2024-12-05,D-00478,Ana (AE),Email,Demo Scheduled,0
ACT-003432,2025-01-25,D-00483,Carla (AE),Email,Follow-up,0
ACT-003433,2025-06-21,D-00354,Carla (AE),Email,Connected,0
ACT-003434,2026-02-05,D-00085,Eva (SDR),Email,Sent Proposal,0
ACT-003435,2024-12-30,D-00118,Bruno (AE),Call,Connected,6
ACT-003436,2025-09-16,D-00166,Diego (AE),Call,Follow-up,56
ACT-003437,2025-01-13,D-00074,Diego (AE),Demo,Connected,43
ACT-003438,2026-01-25,D-00281,Eva (SDR),Email,Follow-up,0
ACT-003439,2025-05-10,D-00060,Bruno (AE),Email,Follow-up,0
ACT-003440,2026-01-23,D-00499,Bruno (AE),Email,Follow-up,0
ACT-003441,2025-05-16,D-00132,Ana (AE),WhatsApp,Demo Scheduled,0
ACT-003442,2025-03-04,D-00415,Diego (AE),Meeting,Sent Proposal,30
ACT-003443,2025-01-22,D-00030,Eva (SDR),Email,Demo Scheduled,0
ACT-003444,2025-09-06,D-00357,Eva (SDR),Meeting,Follow-up,54
ACT-003445,2025-08-24,D-00192,Eva (SDR),Meeting,Connected,53
ACT-003446,2026-01-03,D-00464,Carla (AE),Call,Follow-up,58
ACT-003447,2025-08-11,D-00424,Diego (AE),Demo,Connected,45
ACT-003448,2026-01-09,D-00404,Eva (SDR),Email,Demo Scheduled,0
ACT-003449,2025-04-12,D-00033,Carla (AE),WhatsApp,Demo Scheduled,0
ACT-003450,2025-02-03,D-00137,Bruno (AE),Email,Follow-up,0
ACT-003451,2026-01-30,D-00041,Diego (AE),Demo,Connected,61
ACT-003452,2025-11-15,D-00434,Diego (AE),Call,No Answer,50
ACT-003453,2025-12-29,D-00017,Ana (AE),Email,No Answer,0
ACT-003454,2025-01-23,D-00074,Diego (AE),Call,No Answer,56
ACT-003455,2026-01-28,D-00124,Diego (AE),Email,Follow-up,0
ACT-003456,2025-11-13,D-00217,Bruno (AE),WhatsApp,No Answer,0
ACT-003457,2025-09-18,D-00469,Diego (AE),Demo,Sent Proposal,60
ACT-003458,2024-10-19,D-00315,Ana (AE),Demo,No Answer,11
ACT-003459,2026-01-13,D-00113,Bruno (AE),Call,Demo Scheduled,53
ACT-003460,2025-12-28,D-00224,Ana (AE),Meeting,Demo Scheduled,50
ACT-003461,2026-01-31,D-00391,Ana (AE),Meeting,No Answer,25
ACT-003462,2025-04-01,D-00188,Eva (SDR),Meeting,No Answer,38
ACT-003463,2025-10-05,D-00095,Ana (AE),Meeting,Connected,75
ACT-003464,2025-05-04,D-00332,Carla (AE),Demo,Follow-up,47
ACT-003465,2025-08-28,D-00352,Diego (AE),WhatsApp,Sent Proposal,0
ACT-003466,2025-09-27,D-00278,Diego (AE),Demo,Connected,75
ACT-003467,2025-05-17,D-00409,Carla (AE),Call,Follow-up,73
ACT-003468,2025-07-03,D-00235,Ana (AE),Call,No Answer,35
ACT-003469,2025-11-12,D-00240,Diego (AE),Email,No Answer,0
ACT-003470,2025-04-26,D-00388,Bruno (AE),Email,No Answer,0
ACT-003471,2025-02-24,D-00203,Bruno (AE),Email,Connected,0
ACT-003472,2025-11-14,D-00469,Diego (AE),Meeting,Follow-up,45
ACT-003473,2026-01-07,D-00219,Carla (AE),Call,Follow-up,42
ACT-003474,2026-02-06,D-00015,Bruno (AE),Email,Connected,0
ACT-003475,2025-09-29,D-00508,Diego (AE),Email,Follow-up,0
ACT-003476,2025-10-26,D-00054,Eva (SDR),WhatsApp,Follow-up,0
ACT-003477,2025-02-10,D-00062,Ana (AE),WhatsApp,Follow-up,0
ACT-003478,2025-06-10,D-00250,Carla (AE),Email,Follow-up,0
ACT-003479,2025-07-21,D-00333,Diego (AE),Demo,Connected,60
ACT-003480,2026-02-04,D-00493,Bruno (AE),Email,Follow-up,0
ACT-003481,2025-01-12,D-00016,Diego (AE),WhatsApp,Connected,0
ACT-003482,2025-04-24,D-00468,Bruno (AE),Call,Follow-up,72
ACT-003483,2025-04-30,D-00328,Ana (AE),Email,No Answer,0
ACT-003484,2026-02-04,D-00466,Carla (AE),Email,Follow-up,0
ACT-003485,2025-08-11,D-00003,Carla (AE),Demo,Demo Scheduled,30
ACT-003486,2024-09-24,D-00251,Ana (AE),Email,Connected,0
ACT-003487,2025-12-18,D-00201,Bruno (AE),Email,Connected,0
ACT-003488,2025-03-05,D-00200,Carla (AE),Call,Follow-up,47
ACT-003489,2026-02-17,D-00344,Ana (AE),Call,No Answer,22
ACT-003490,2024-12-21,D-00173,Carla (AE),WhatsApp,Connected,0
ACT-003491,2025-03-29,D-00158,Carla (AE),Email,No Answer,0
ACT-003492,2025-12-14,D-00106,Carla (AE),Call,No Answer,23
ACT-003493,2025-01-27,D-00020,Ana (AE),Demo,No Answer,36
ACT-003494,2025-08-10,D-00211,Ana (AE),Call,Connected,22
ACT-003495,2025-12-29,D-00285,Eva (SDR),Call,No Answer,21
ACT-003496,2025-01-18,D-00189,Bruno (AE),Call,No Answer,8
ACT-003497,2025-07-29,D-00098,Ana (AE),WhatsApp,Demo Scheduled,0
ACT-003498,2024-12-27,D-00117,Carla (AE),Email,No Answer,0
ACT-003499,2025-08-14,D-00229,Bruno (AE),Call,Connected,27
ACT-003500,2025-06-25,D-00373,Ana (AE),Meeting,Sent Proposal,19
ACT-003501,2025-09-17,D-00220,Ana (AE),Call,Follow-up,47
ACT-003502,2026-01-12,D-00422,Diego (AE),Email,Connected,0
ACT-003503,2025-02-05,D-00312,Ana (AE),Meeting,Connected,43
ACT-003504,2024-12-19,D-00454,Eva (SDR),WhatsApp,Connected,0
ACT-003505,2025-04-07,D-00441,Eva (SDR),Call,Connected,11
ACT-003506,2025-11-21,D-00366,Ana (AE),Email,No Answer,0
ACT-003507,2026-01-03,D-00485,Ana (AE),Demo,Demo Scheduled,40
ACT-003508,2025-10-30,D-00370,Diego (AE),Meeting,Demo Scheduled,50
ACT-003509,2025-01-13,D-00415,Diego (AE),Email,Connected,0
ACT-003510,2025-01-01,D-00393,Diego (AE),Email,No Answer,0
ACT-003511,2025-03-10,D-00068,Diego (AE),Email,Demo Scheduled,0
ACT-003512,2025-07-20,D-00162,Eva (SDR),WhatsApp,Demo Scheduled,0
ACT-003513,2025-12-06,D-00063,Diego (AE),Demo,No Answer,18
ACT-003514,2026-02-12,D-00273,Eva (SDR),WhatsApp,No Answer,0
ACT-003515,2025-05-21,D-00256,Carla (AE),WhatsApp,Follow-up,0
ACT-003516,2024-12-25,D-00164,Bruno (AE),Demo,Demo Scheduled,39
ACT-003517,2026-01-21,D-00404,Eva (SDR),WhatsApp,Follow-up,0
ACT-003518,2025-03-01,D-00347,Ana (AE),Meeting,Follow-up,57
ACT-003519,2026-02-08,D-00131,Carla (AE),Meeting,Demo Scheduled,75
ACT-003520,2025-10-28,D-00348,Diego (AE),Call,Connected,54
ACT-003521,2025-04-14,D-00506,Bruno (AE),Call,Connected,65
ACT-003522,2025-11-22,D-00084,Bruno (AE),Meeting,Demo Scheduled,58
ACT-003523,2025-11-13,D-00202,Carla (AE),Meeting,Connected,39
ACT-003524,2025-02-22,D-00218,Carla (AE),Email,No Answer,0
ACT-003525,2024-12-24,D-00440,Bruno (AE),Meeting,Connected,17
ACT-003526,2025-11-15,D-00403,Carla (AE),Call,Follow-up,35
ACT-003527,2025-12-08,D-00080,Ana (AE),Call,Demo Scheduled,69
ACT-003528,2025-12-31,D-00086,Carla (AE),Email,Demo Scheduled,0
ACT-003529,2025-10-02,D-00202,Carla (AE),Call,Connected,68
ACT-003530,2025-12-19,D-00214,Eva (SDR),Call,Connected,26
ACT-003531,2025-04-06,D-00005,Ana (AE),Email,Follow-up,0
ACT-003532,2025-04-16,D-00494,Bruno (AE),Demo,Connected,22
ACT-003533,2025-03-01,D-00396,Carla (AE),Meeting,Connected,20
ACT-003534,2025-04-10,D-00293,Bruno (AE),WhatsApp,Follow-up,0
ACT-003535,2025-01-03,D-00305,Diego (AE),Email,No Answer,0
ACT-003536,2026-02-18,D-00285,Eva (SDR),Call,Follow-up,26
ACT-003537,2025-05-21,D-00398,Eva (SDR),Email,No Answer,0
ACT-003538,2025-04-28,D-00196,Bruno (AE),Call,Connected,43
ACT-003539,2025-06-12,D-00012,Eva (SDR),Email,Follow-up,0
ACT-003540,2025-02-12,D-00518,Bruno (AE),Demo,Connected,57
ACT-003541,2024-12-03,D-00393,Diego (AE),Meeting,Connected,57
ACT-003542,2025-09-04,D-00463,Ana (AE),Email,Demo Scheduled,0
ACT-003543,2026-01-13,D-00230,Bruno (AE),Email,Follow-up,0
ACT-003544,2025-05-01,D-00034,Ana (AE),Demo,Connected,49
ACT-003545,2025-11-05,D-00029,Diego (AE),Email,Follow-up,0
ACT-003546,2025-12-31,D-00279,Eva (SDR),Call,Demo Scheduled,29
ACT-003547,2025-02-06,D-00232,Diego (AE),Email,Connected,0
ACT-003548,2025-08-08,D-00488,Diego (AE),WhatsApp,Follow-up,0
ACT-003549,2025-06-09,D-00211,Ana (AE),Meeting,Connected,10
ACT-003550,2026-01-21,D-00272,Eva (SDR),WhatsApp,Sent Proposal,0
ACT-003551,2025-11-04,D-00445,Ana (AE),Meeting,Connected,37
ACT-003552,2025-01-02,D-00094,Diego (AE),Email,Sent Proposal,0
ACT-003553,2026-02-12,D-00086,Carla (AE),Call,Demo Scheduled,25
ACT-003554,2025-02-14,D-00040,Bruno (AE),Meeting,Demo Scheduled,58
ACT-003555,2024-10-29,D-00428,Bruno (AE),Email,Follow-up,0
ACT-003556,2025-04-23,D-00034,Ana (AE),Demo,Follow-up,36
ACT-003557,2025-11-07,D-00299,Carla (AE),Call,Demo Scheduled,30
ACT-003558,2026-01-23,D-00265,Bruno (AE),Demo,Sent Proposal,43
ACT-003559,2025-09-25,D-00268,Ana (AE),Demo,Connected,30
ACT-003560,2026-02-14,D-00077,Eva (SDR),Call,No Answer,17
ACT-003561,2025-07-16,D-00498,Ana (AE),Call,Sent Proposal,53
ACT-003562,2024-11-09,D-00061,Eva (SDR),Email,No Answer,0
ACT-003563,2025-07-14,D-00089,Bruno (AE),Call,Demo Scheduled,17
ACT-003564,2025-03-22,D-00317,Eva (SDR),Demo,No Answer,64
ACT-003565,2025-04-23,D-00005,Ana (AE),Demo,Follow-up,16
ACT-003566,2025-06-27,D-00297,Ana (AE),Call,Demo Scheduled,63
ACT-003567,2025-05-12,D-00307,Carla (AE),Call,No Answer,14
ACT-003568,2026-01-30,D-00219,Carla (AE),Email,Follow-up,0
ACT-003569,2025-11-26,D-00503,Carla (AE),Email,No Answer,0
ACT-003570,2025-01-01,D-00074,Diego (AE),Meeting,Sent Proposal,9
ACT-003571,2025-07-01,D-00512,Bruno (AE),Meeting,Connected,53
ACT-003572,2025-05-06,D-00126,Carla (AE),Demo,Connected,24
ACT-003573,2025-04-20,D-00122,Carla (AE),Email,Connected,0
ACT-003574,2024-09-28,D-00244,Ana (AE),Demo,Connected,11
ACT-003575,2025-09-16,D-00421,Ana (AE),Meeting,Sent Proposal,28
ACT-003576,2025-03-24,D-00398,Eva (SDR),Email,Connected,0
ACT-003577,2025-05-20,D-00353,Carla (AE),Call,No Answer,68
ACT-003578,2025-01-27,D-00320,Diego (AE),Call,Follow-up,41
ACT-003579,2025-10-16,D-00499,Bruno (AE),Demo,No Answer,74
ACT-003580,2025-03-29,D-00283,Ana (AE),Meeting,Sent Proposal,59
ACT-003581,2026-01-07,D-00400,Bruno (AE),Email,Follow-up,0
ACT-003582,2025-11-20,D-00227,Diego (AE),Call,Connected,48
ACT-003583,2026-01-17,D-00444,Eva (SDR),Email,Follow-up,0
ACT-003584,2025-09-11,D-00412,Ana (AE),Email,Demo Scheduled,0
ACT-003585,2025-08-30,D-00304,Bruno (AE),Demo,Connected,16
ACT-003586,2025-04-06,D-00467,Ana (AE),Email,Connected,0
ACT-003587,2025-12-28,D-00371,Ana (AE),Email,Connected,0
ACT-003588,2025-03-12,D-00009,Bruno (AE),Call,Connected,42
ACT-003589,2025-06-28,D-00282,Bruno (AE),WhatsApp,Connected,0
ACT-003590,2025-08-13,D-00388,Bruno (AE),Meeting,Sent Proposal,28
ACT-003591,2024-10-12,D-00267,Bruno (AE),WhatsApp,Follow-up,0
ACT-003592,2025-11-04,D-00106,Carla (AE),Call,Follow-up,57
ACT-003593,2025-06-25,D-00419,Bruno (AE),Meeting,Follow-up,17
ACT-003594,2025-03-21,D-00498,Ana (AE),Meeting,Connected,57
ACT-003595,2024-11-27,D-00173,Carla (AE),Meeting,Connected,49
ACT-003596,2025-09-09,D-00166,Diego (AE),Call,Follow-up,28
ACT-003597,2025-11-14,D-00180,Ana (AE),Email,Follow-up,0
ACT-003598,2025-02-12,D-00483,Carla (AE),Demo,Follow-up,50
ACT-003599,2024-09-20,D-00305,Diego (AE),Call,Connected,75
ACT-003600,2025-07-23,D-00275,Carla (AE),Meeting,Connected,52
ACT-003601,2025-02-08,D-00105,Eva (SDR),Demo,No Answer,8
ACT-003602,2025-07-22,D-00322,Ana (AE),Email,Demo Scheduled,0
ACT-003603,2024-10-08,D-00454,Eva (SDR),Call,Follow-up,21
ACT-003604,2025-10-16,D-00008,Carla (AE),Email,Follow-up,0
ACT-003605,2025-08-11,D-00369,Ana (AE),Meeting,Connected,64
ACT-003606,2025-08-05,D-00247,Ana (AE),Call,Follow-up,14
ACT-003607,2025-12-12,D-00025,Carla (AE),Call,Connected,47
ACT-003608,2025-06-01,D-00249,Diego (AE),Call,No Answer,21
ACT-003609,2025-04-30,D-00098,Ana (AE),Email,Follow-up,0
ACT-003610,2026-02-12,D-00466,Carla (AE),WhatsApp,Follow-up,0
ACT-003611,2025-08-07,D-00038,Diego (AE),Call,Follow-up,33
ACT-003612,2025-08-06,D-00024,Bruno (AE),Call,No Answer,8
ACT-003613,2025-02-16,D-00233,Eva (SDR),Meeting,Demo Scheduled,23
ACT-003614,2025-09-05,D-00100,Ana (AE),WhatsApp,Follow-up,0
ACT-003615,2026-02-11,D-00456,Diego (AE),Demo,Sent Proposal,56
ACT-003616,2026-01-29,D-00015,Bruno (AE),WhatsApp,Follow-up,0
ACT-003617,2025-06-29,D-00353,Carla (AE),WhatsApp,Follow-up,0
ACT-003618,2025-08-18,D-00314,Carla (AE),Meeting,Connected,5
ACT-003619,2025-06-08,D-00430,Carla (AE),Demo,Follow-up,11
ACT-003620,2025-11-25,D-00306,Carla (AE),Demo,Follow-up,74
ACT-003621,2024-10-25,D-00440,Bruno (AE),Email,Follow-up,0
ACT-003622,2025-05-30,D-00398,Eva (SDR),Email,Connected,0
ACT-003623,2026-02-10,D-00464,Carla (AE),Email,No Answer,0
ACT-003624,2026-02-17,D-00045,Eva (SDR),Email,Connected,0
ACT-003625,2025-02-16,D-00425,Carla (AE),Demo,No Answer,13
ACT-003626,2025-07-20,D-00307,Carla (AE),Demo,Connected,50
ACT-003627,2025-08-13,D-00226,Ana (AE),Meeting,Connected,56
ACT-003628,2026-02-03,D-00165,Diego (AE),Email,No Answer,0
ACT-003629,2026-02-10,D-00511,Ana (AE),Email,Demo Scheduled,0
ACT-003630,2025-07-31,D-00010,Ana (AE),Email,Connected,0
ACT-003631,2026-02-18,D-00145,Eva (SDR),Email,Connected,0
ACT-003632,2025-03-21,D-00005,Ana (AE),Email,No Answer,0
ACT-003633,2025-06-05,D-00130,Diego (AE),Call,No Answer,36
ACT-003634,2026-02-02,D-00408,Eva (SDR),Call,Follow-up,45
ACT-003635,2024-12-04,D-00470,Bruno (AE),WhatsApp,Follow-up,0
ACT-003636,2025-03-23,D-00030,Eva (SDR),Call,No Answer,53
ACT-003637,2024-10-21,D-00016,Diego (AE),Email,No Answer,0
ACT-003638,2025-08-31,D-00063,Diego (AE),Demo,Connected,23
ACT-003639,2025-06-09,D-00347,Ana (AE),Email,Connected,0
ACT-003640,2026-01-27,D-00228,Ana (AE),Email,Follow-up,0
ACT-003641,2025-11-08,D-00143,Bruno (AE),Email,Connected,0
ACT-003642,2025-06-29,D-00021,Ana (AE),Meeting,No Answer,16
ACT-003643,2024-10-11,D-00454,Eva (SDR),Call,Connected,25
ACT-003644,2025-07-30,D-00143,Bruno (AE),Call,Connected,64
ACT-003645,2024-10-29,D-00182,Eva (SDR),Email,Connected,0
ACT-003646,2025-12-08,D-00181,Bruno (AE),Email,Connected,0
ACT-003647,2025-09-23,D-00006,Eva (SDR),Call,Connected,50
ACT-003648,2025-05-30,D-00034,Ana (AE),Call,Connected,25
ACT-003649,2025-05-21,D-00513,Bruno (AE),Email,Demo Scheduled,0
ACT-003650,2025-08-25,D-00367,Diego (AE),Call,Connected,17
ACT-003651,2025-08-19,D-00050,Bruno (AE),Meeting,Follow-up,32
ACT-003652,2025-06-27,D-00383,Bruno (AE),Call,Follow-up,15
ACT-003653,2025-11-09,D-00064,Bruno (AE),Call,Connected,48
ACT-003654,2025-01-13,D-00441,Eva (SDR),Email,Connected,0
ACT-003655,2025-10-14,D-00349,Carla (AE),WhatsApp,Follow-up,0
ACT-003656,2025-08-14,D-00505,Ana (AE),Meeting,No Answer,44
ACT-003657,2025-10-29,D-00003,Carla (AE),Meeting,Follow-up,23
ACT-003658,2024-10-21,D-00233,Eva (SDR),Email,Demo Scheduled,0
ACT-003659,2025-01-01,D-00223,Bruno (AE),WhatsApp,Connected,0
ACT-003660,2026-02-10,D-00395,Carla (AE),Email,Sent Proposal,0
ACT-003661,2025-03-15,D-00078,Carla (AE),Email,Connected,0
ACT-003662,2025-10-27,D-00295,Ana (AE),Email,Demo Scheduled,0
ACT-003663,2025-06-27,D-00122,Carla (AE),Email,Demo Scheduled,0
ACT-003664,2025-12-30,D-00201,Bruno (AE),Demo,Follow-up,68
ACT-003665,2026-01-08,D-00439,Ana (AE),WhatsApp,No Answer,0
ACT-003666,2025-04-09,D-00353,Carla (AE),Meeting,Follow-up,58
ACT-003667,2025-11-20,D-00069,Ana (AE),Call,Follow-up,75
ACT-003668,2025-05-31,D-00089,Bruno (AE),Email,Connected,0
ACT-003669,2025-04-18,D-00076,Bruno (AE),Call,Connected,13
ACT-003670,2025-02-12,D-00117,Carla (AE),Email,Follow-up,0
ACT-003671,2025-11-06,D-00453,Carla (AE),Email,Demo Scheduled,0
ACT-003672,2025-07-18,D-00438,Diego (AE),Email,Connected,0
ACT-003673,2026-02-08,D-00204,Bruno (AE),Email,Follow-up,0
ACT-003674,2026-02-13,D-00160,Ana (AE),Demo,No Answer,71
ACT-003675,2025-02-08,D-00292,Carla (AE),Email,Connected,0
ACT-003676,2025-06-02,D-00510,Eva (SDR),Call,Demo Scheduled,44
